playlist_url,year,track_id,track_name,track_popularity,album,artist_id,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,5vlEg2fT4cFWAqU5QptIpQ,Replay,74,Replay,5tKXB9uuebKE34yowVaU3C,Iyaz,"['dance pop', 'pop rap', 'post-teen pop']",63,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,182307,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),78,B.o.B Presents: The Adventures of Bobby Ray,5ndkK3dpZLKtBklKjxNQwT,B.o.B,"['atl hip hop', 'dance pop', 'pop rap', 'rap', 'southern hip hop']",71,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,180480,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),74,"Passion, Pain & Pleasure (Deluxe Version)",2iojnBLj0qIMiKPvVhLnsH,Trey Songz,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",67,0.844,0.601,1,-5.283,1,0.157,0.0205,0,0.385,0.331,73.989,242013,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,74,Loud (Japan Version),5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",87,0.689,0.784,2,-2.972,1,0.074,0.182,0,0.0843,0.561,99.954,263173,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,1HHeOs6zRdF8Ck58easiAY,Alejandro,74,The Fame Monster (Deluxe Edition),1HY2Jd0NmPuamShAr6KMms,Lady Gaga,"['art pop', 'dance pop', 'pop']",83,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,274213,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,5sra5UY6sD658OabHL3QtI,Empire State of Mind (Part II) Broken Down,73,The Element Of Freedom,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,"['neo soul', 'pop', 'r&b']",75,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82E-05,0.118,0.142,92.923,216480,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6BdgtqiV3oXNqBikezwdvC,Over,73,Thank Me Later,3TVXtAsR1Inumwj472S9r4,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",94,0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,233560,5
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,73,The Rokstarr Hits Collection,6MF9fzBmfXghAz953czmBC,Taio Cruz,"['dance pop', 'pop', 'pop rap']",67,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201547,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6wN4nT2qy3MQc098yL3Eu9,Deuces (feat. Tyga & Kevin McCall),71,F.A.M.E. (Expanded Edition),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['pop rap', 'r&b', 'rap']",84,0.692,0.736,1,-5.109,1,0.11,0.0324,0,0.0787,0.217,73.987,276560,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,4YYHgF9dWyVSor0GtrBzdf,Te Amo,71,Rated R,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",87,0.567,0.707,8,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,208427,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,70,The Kickback,1EeArivTpzLNCqubV95255,Cali Swag District,['pop rap'],49,0.846,0.438,11,-4.981,1,0.141,0.2,9.43E-05,0.0939,0.512,85.013,237480,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,0WCiI0ddWiu5F2kSHgfw5S,Take It Off,70,Animal (Expanded Edition),6LqNN22kT3074XbTVUrhzX,Kesha,"['dance pop', 'pop']",74,0.729,0.675,5,-5.292,0,0.0286,4.14E-05,0.00126,0.0867,0.74,125.036,215200,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,2DHc2e5bBn4UzY0ENVFrUl,Carry Out (Featuring Justin Timberlake),70,Shock Value II,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,"['dance pop', 'pop', 'pop rap']",75,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,232467,5
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,4BycRneKmOs6MhYG9THsuX,Find Your Love,70,Thank Me Later,3TVXtAsR1Inumwj472S9r4,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",94,0.627,0.614,6,-6.006,0,0.17,0.0211,0,0.0286,0.758,96.038,208947,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,4u26EevCNXMhlvE1xFBJwX,If I Die Young,69,The Band Perry,75FnCoo4FBxH5K1Rrx0k5A,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road']",54,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,0oJMv049q8hEkes9w0L1J4,Imma Be,68,THE E.N.D. (THE ENERGY NEVER DIES),1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",78,0.597,0.517,0,-6.963,1,0.366,0.179,0,0.307,0.413,92.035,257560,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,7HacCTm33hZYYN8DXpCYuG,I Like It,67,Euphoria,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"['dance pop', 'latin pop', 'mexican pop']",75,0.648,0.942,10,-2.881,0,0.0878,0.021,0,0.0594,0.73,129.007,231373,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,0JcKdUGNR7zI4jJDLyYXbi,Stuck Like Glue,67,The Incredible Machine,0hYxQe3AK5jBPCr5MumLHD,Sugarland,"['contemporary country', 'country', 'country dawn', 'country road']",55,0.702,0.795,1,-4.764,1,0.0568,0.329,0,0.0505,0.836,83.961,247587,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,030OCtLMrljNhp8OWHBWW3,Hey Daddy (Daddy's Home),67,Raymond v Raymond (Expanded Edition),23zg3TcAtWQy7J6upgbUnj,USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",77,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,224093,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,7hR5toSPEgwFZ78jfHdANM,Half of My Heart,67,Battle Studies,0hEurMDQu99nJRq8pTxO14,John Mayer,"['neo mellow', 'singer-songwriter']",75,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,250373,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,2r6DdaSbkbwoPzuK6NjLPn,Can't Be Tamed,67,Can't Be Tamed,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,['pop'],85,0.63,0.91,11,-2.919,0,0.144,0.0287,0,0.196,0.743,116.98,168213,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,45O0tUN9Bh6LH4eNxQ07AT,Eenie Meenie,67,Eenie Meenie EP,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,"['dance pop', 'miami hip hop', 'pop']",68,0.734,0.639,1,-3.241,1,0.0316,0.0348,0,0.102,0.836,121.212,201653,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,37dYAkMa4lzRCH6kDbMT1L,We No Speak Americano (Edit),66,We No Speak Americano,4KkHjCe8ouh8C2P9LPoD4F,Yolanda Be Cool,"['australian dance', 'australian house', 'bass house']",51,0.902,0.805,6,-5.003,1,0.0468,0.0748,0.0823,0.0914,0.745,124.985,157438,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,7AqISujIaWcY3h5zrOqt5v,Forget You,66,The Lady Killer,5nLYd9ST4Cnwy6NHaCxbj8,CeeLo Green,['atl hip hop'],63,0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222733,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,1hBM2D1ULT3aeKuddSwPsK,STARSTRUKK (feat. Katy Perry),66,WANT (Deluxe),0FWzNDaEu9jdgcYTbcOa4F,3OH!3,"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']",60,0.607,0.805,11,-5.579,0,0.0608,0.00175,0,0.231,0.232,139.894,202667,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,0dBW6ZsW8skfvoRfgeerBF,Mine,66,Speak Now,06HL4z0CvFAxyc27GXpf02,Taylor Swift,['pop'],100,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,230707,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,07WEDHF2YwVgYuBugi2ECO,Kickstarts,65,Won't Go Quietly,6Vh6UDWfu9PUSXSzAaB3CW,Example,"['hip house', 'uk dance']",56,0.61,0.836,5,-4.455,1,0.0573,0.00374,0,0.358,0.657,126.056,181827,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,4gs07VlJST4bdxGbBsXVue,Heartbreak Warfare,66,Battle Studies,0hEurMDQu99nJRq8pTxO14,John Mayer,"['neo mellow', 'singer-songwriter']",75,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,269720,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,3uIGef7OSXkFdqxjFWn2o6,Gold Dust - Radio Edit,65,Gold Dust,6r20qOqY7qDWI0PPTxVMlC,DJ Fresh,"['dancefloor dnb', 'drum and bass', 'uk dance']",55,0.451,0.948,0,-0.74,1,0.147,0.255,0,0.392,0.295,176.985,192447,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,2fQ6sBFWaLv2Gxos4igHLy,Say Aah (feat. Fabolous),65,Ready (Deluxe),2iojnBLj0qIMiKPvVhLnsH,Trey Songz,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",67,0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,207547,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,1WtTLtofvcjQM3sXSMkDdX,How Low,65,Battle Of The Sexes (Deluxe),3ipn9JLAPI5GUEo4y4jcoi,Ludacris,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23E-06,0.224,0.418,143.96,201587,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,2rDwdvBma1O1eLzo29p2cr,Whataya Want from Me,64,For Your Entertainment,6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,"['dance pop', 'idol', 'pop', 'post-teen pop']",59,0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,227320,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,5BoIP8Eha5hwmRVURkC2Us,In My Head,64,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,"['dance pop', 'pop']",77,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,17tDv8WA8IhqE8qzuQn707,My First Kiss (feat. Ke$ha),64,Streets Of Gold,0FWzNDaEu9jdgcYTbcOa4F,3OH!3,"['dance pop', 'electropowerpop', 'pop punk', 'pop rap', 'post-teen pop']",60,0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,192440,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6KBYk8OFtod7brGuZ3Y67q,Misery,64,Hands All Over (Deluxe),04gDigrS5kc9YWfZHwBETP,Maroon 5,['pop'],83,0.704,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.98,216200,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,41KPpw0EZCytxNkmEMJVgr,One - Radio Edit,63,One (Your Name),1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,"['edm', 'pop dance', 'progressive electro house']",74,0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,1yK9LISg5uBOOW5bT2Wm0i,Try Sleeping with a Broken Heart,63,The Element Of Freedom,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,"['neo soul', 'pop', 'r&b']",75,0.496,0.821,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,249013,5
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,3VA8T3rNy5V24AXxNK5u9E,King of Anything,63,Kaleidoscope Heart,2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",63,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,207493,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,09ZcYBGFX16X8GMDrvqQwt,For the First Time,62,Science & Faith,3AQRLZ9PuTAozP28Skbq8V,The Script,"['celtic rock', 'pop']",71,0.396,0.629,9,-4.78,1,0.0287,0.0328,0,0.183,0.358,173.794,252853,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,7g13jf3zqlP5S68Voo5v9m,Dancing On My Own - Radio Edit,62,Body Talk,6UE7nl9mha6s8z0wFQFIZ2,Robyn,"['dance pop', 'electropop', 'neo-synthpop', 'scandipop', 'swedish electropop', 'swedish pop']",58,0.573,0.926,6,-6.045,1,0.0342,0.00202,0.0117,0.127,0.219,117.047,278080,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6GgPsuz0HEO0nrO2T0QhDv,No Hands (feat. Roscoe Dash & Wale),61,No Hands (feat. Roscoe Dash & Wale),6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,"['atl hip hop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",64,0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,0zREtnLmVnt8KUJZZbSdla,Wavin' Flag,61,Troubadour,7pGyQZx9thVa8GxMBeXscB,K'NAAN,['reggae fusion'],59,0.625,0.699,0,-6.416,1,0.0729,0.13,0,0.238,0.717,75.974,220520,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,2tNE4DP5nL85XUJv1glO0a,This Ain't a Love Song,49,Ten Add Ten: The Very Best of Scouting For Girls,2wpJOPmf1TIOzrB9mzHifd,Scouting For Girls,[],53,0.458,0.905,0,-4.157,1,0.0451,0.000431,0,0.378,0.553,176.667,210680,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,5ZFVacinyPxz19eK2vTodL,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,48,Disc-Overy,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,"['edm', 'pop dance', 'progressive electro house']",74,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11E-05,0.402,0.658,125.03,206461,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,5e0dZqrrTaoj6AIL7VjnBM,Written in the Stars (feat. Eric Turner),48,Disc-Overy,0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah,"['dance pop', 'grime', 'pop rap']",64,0.619,0.971,7,-3.045,1,0.13,0.0526,0,0.196,0.295,122.552,207600,5
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,0XvjOhwCnXXFOSlBbV9jPN,Barbra Streisand - Radio Edit,46,Barbra Streisand,0q8J3Yj810t5cpAYEJ7gxt,Duck Sauce,['disco house'],50,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,196533,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,31zeLcKH2x3UCMHT75Gk5C,Commander,46,Here I Am (Deluxe Version),3AuMNF8rQAKOzjYppFNAoB,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",66,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46E-06,0.362,0.567,124.638,218107,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,6FSxwdN08PvzimGApFjRnY,When We Collide,44,Letters (Deluxe Edition),3906URNmNa1VCXEeiJ3DSH,Matt Cardle,['talent show'],29,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26E-06,0.313,0.447,81.986,226000,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,1c8gk2PeTE04A1pIDH9YMk,Rolling in the Deep,82,21,4dpARuHxo51G3z768sgnrY,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",83,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,7LcfRTgAVTs5pQGEQgUEzN,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",74,Hands All Over,04gDigrS5kc9YWfZHwBETP,Maroon 5,['pop'],83,0.722,0.758,11,-4.477,0,0.0471,0.0111,0,0.308,0.62,128.047,201160,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,0IkKz2J93C94Ei4BvDop7P,Party Rock Anthem,71,Sorry For Party Rocking,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,"['dance pop', 'pop', 'pop rap']",65,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,4r6eNCsrZnQWJzzvFh4nlg,Firework,73,Teenage Dream,6jJ0s89eD6GaHleKKya26X,Katy Perry,['pop'],82,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,2tJulUYLDKOg9XrtVkMgcJ,Grenade,80,Doo-Wops & Hooligans,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,"['dance pop', 'pop']",86,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,0JXXNGljqupsJaZsgSbMZV,Sure Thing,89,All I Want Is You,360IAlyVv4PCEVjgyMZrxK,Miguel,['r&b'],77,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,6nek1Nin9q48AVZcWs9e9D,Paradise,86,Mylo Xyloto,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",86,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,278719,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,1eyzqe2QqGZUmfcPZtrIyt,Midnight City,74,"Hurry Up, We're Dreaming",63MQldklfxkjYDoUE4Tppz,M83,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",69,0.526,0.712,11,-6.525,0,0.0356,0.0161,0,0.179,0.32,105.009,241440,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,5Qy6a5KzM4XlRxsNcGYhgH,6 Foot 7 Foot,74,Tha Carter IV (Complete Edition),55Aa2cqylxrFIXC767Z865,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",84,0.364,0.752,2,-5.429,1,0.304,0.0007,0,0.318,0.606,79.119,248587,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,4RL77hMWUq35NYnPLXBpih,Skinny Love,74,Birdy,2WX2uTcsvV5OnS0inACecP,Birdy,"['neo mellow', 'uk pop']",68,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,3hsmbFKT5Cujb5GQjqEU39,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),74,F.A.M.E. (Expanded Edition),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['pop rap', 'r&b', 'rap']",84,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51E-06,0.144,0.538,146.155,222587,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,74,Loud (Japan Version),5pKCCKE2ajJHZ9KAiaK11H,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']",87,0.689,0.784,2,-2.972,1,0.074,0.182,0,0.0843,0.561,99.954,263173,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,3LUWWox8YYykohBbHUrrxd,We R Who We R,74,Cannibal (Expanded Edition),6LqNN22kT3074XbTVUrhzX,Kesha,"['dance pop', 'pop']",74,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,73,Mylo Xyloto,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",86,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,240796,4
